Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Category;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Arousal;Dominance;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Valence
SUBTLE;subtlety;41;2367;3.713572067;['subtlety_NN'];Weak;Evaluative;-5.851291986;14.10828141;65.72366999;0.469395018;0.525978648;1.54;;3.85;5.3;2.631578947;0.315789474;1;1.526315789;0.157894737;2.736842105;Visual;4.6
SUCCULENT;succulence;41;39;3.713572067;['succulence_NN'];Positive;Evaluative;0.072149786;14.10828141;242.2737994;0.865836299;0.720640569;2.46;;;;1.076923077;3.076923077;2.307692308;1.846153846;2;2.538461538;Gustatory;
SUCCULENT;succulent;343;1157;5.837730447;['succulent_JJ', 'succulent_NN'];Positive;Evaluative;-1.754108383;11.04376864;1489.627368;0.778291815;0.902846975;2.75;;5.64;5.89;0.785714286;2.571428571;0.642857143;0.928571429;1.071428571;2.5;Gustatory;6.5
SUGARY;sugar;412;49365;6.021023349;['sugar_NN'];Source;Source;-6.90470038;10.77933288;330.4922188;0.377224199;0.760854093;4.87;625;5.29;6.32;0.416666667;4.638888889;2.361111111;1.027777778;1.055555556;3.222222222;Gustatory;6.56
SUGARY;sugared;98;5;4.584967479;['sugared_JJ'];Source;Source;4.292781749;12.85112357;821.7401809;0.977580071;0.860854093;4.08;;;;0.388888889;4.111111111;1;0.777777778;1.333333333;2.555555556;Gustatory;
SUGARY;sugary;608;1498;6.410174882;['sugary_JJ', 'sugary_NN'];Source;Source;-1.300894395;10.2179059;2856.357148;0.798576512;0.93772242;3.89;;;;0.315789474;4.947368421;1.105263158;1.526315789;1.631578947;1.894736842;Gustatory;
SUPPLE;supple;746;1170;6.6147256;['supple_NN', 'supple_JJ'];Abstract;Abstract;-0.649260994;9.92280159;3819.867534;0.832740214;0.952669039;2.75;;4.09;5.7;0.714285714;0.857142857;2.357142857;1.285714286;0.071428571;3.5;Visual;5.76
SUPPLE;suppleness;19;98;2.944438979;['suppleness_NN'];Abstract;Abstract;-2.366782331;15.2179059;67.04350324;0.743060498;0.529893238;2.84;;;;0.833333333;0.555555556;3.444444444;1.222222222;0.333333333;3.555555556;Visual;
SWEET;sweet;8684;70373;9.069237531;['sweet_JJ', 'sweet_NN'];Abstract;Abstract;-3.018590385;6.381689399;30330.96104;0.701423488;0.994661922;4;401.75;4.14;6.12;0.35;4.1;0.35;0.75;1.65;1;Gustatory;7.77
SWEET;sweetish;26;23;3.258096538;['sweetish_JJ'];Abstract;Abstract;0.176877762;14.76539369;136.9647914;0.870818505;0.644128114;;;;;;;;;;;;
SWEET;sweetness;1109;3354;7.011213987;['sweetness_NN'];Abstract;Abstract;-1.596623323;9.35078976;4974.579192;0.786120996;0.963701068;2.83;;4.37;5.92;0.75;4.2;0.35;1.05;1.55;1.15;Gustatory;7.37
SYRUPY;syrup;128;6785;4.852030264;['syrup_NN'];Source;Source;-5.7281331;12.46583341;209.7972079;0.480782918;0.703558719;4.76;;3.11;5.25;0.35;4.6;2.65;0.15;2.6;4.1;Gustatory;6.44
SYRUPY;syrupy;438;376;6.08221891;['syrupy_NN', 'syrupy_JJ'];Source;Source;0.220198208;10.69104635;2501.285676;0.872241993;0.929181495;3.77;;;;0.25;3.875;3.0625;0.4375;1.4375;3.3125;Gustatory;
TANGERINE;tangerine;1001;972;6.908754779;['tangerine_NN', 'tangerine_JJ'];Source;Source;0.042413755;9.498607151;5630.503948;0.864412811;0.96797153;4.81;526.2;3.9;6;0.105263158;4.210526316;2.473684211;0.421052632;2.684210526;3.473684211;Gustatory;6.81
TANGY;tangy;1297;974;7.167809184;['tangy_JJ', 'tangy_NN'];Abstract;Abstract;0.413184802;9.124870646;7625.989763;0.879715302;0.975800712;3.68;;;;0.285714286;4.085714286;0.342857143;0.857142857;1.085714286;0.542857143;Gustatory;
TANGY;tang;191;2733;5.252273428;['tang_NN', 'tang_JJ'];Meta-sensory;x;-3.838840916;11.88840458;552.5192408;0.64519573;0.819572954;4.42;;4.05;5.32;0.2;3.6;0.733333333;1.2;1;1.866666667;Gustatory;
TANNIC;tannic;1651;155;7.409136444;['tannic_JJ', 'tannic_NN'];Category;Abstract;3.413;8.776709005;13109.50929;0.958718861;0.983629893;;;;;;;;;;;;
TANNIC;tannin;6758;654;8.818482267;['tannin_NN', 'tannin_JJ'];Category;Abstract;3.36923381;6.743452775;53505.08041;0.957651246;0.997153025;;;;;;;;;;;;
TART;tart;2776;4027;7.928766322;['tart_NN', 'tart_JJ'];Source;Source;-0.536697904;8.027041557;14479.63979;0.838434164;0.986476868;3.27;;4.8;5.68;0.235294118;4.176470588;0.352941176;1.235294118;1.176470588;1.352941176;Gustatory;5.43
TART;tartness;127;128;4.844187086;['tartness_NN'];Source;Source;-0.011315313;12.47714872;697.0526009;0.862633452;0.843060498;3.22;;;;0.388888889;4.444444444;0.166666667;0.722222222;1.111111111;0.444444444;Gustatory;
TAUT;taut;403;2105;5.998936562;['taut_JJ', 'taut_NN'];Abstract;Abstract;-2.384968489;10.81119738;1576.38305;0.742348754;0.906405694;3.92;;4.29;4.73;0.5;0;3.125;0.875;0.125;4.0625;Visual;4.25
TEXTURED;textured;661;446;6.49375384;['textured_JJ'];Abstract;Abstract;0.567606562;10.09732695;3963.214352;0.887544484;0.954448399;3.5;;;;0.588235294;0.470588235;4.352941176;0.588235294;0.058823529;2.529411765;Haptic;
THICK;thick;1280;41961;7.154615357;['thick_JJ', 'thick_NN'];Abstract;Abstract;-5.034833345;9.143905315;2684.999579;0.544483986;0.933807829;4;429.4;3.13;5.72;0.421052632;0.578947368;4;0.736842105;0.105263158;3.631578947;Haptic;4.63
THICK;thickness;58;4356;4.060443011;['thickness_NN'];Abstract;Abstract;-6.230807244;13.60785241;70.86226061;0.439145907;0.539145907;3.37;;3.74;4.95;0.611111111;0.166666667;3.388888889;0.222222222;0;3.611111111;Visual;5.19
TIGHT;tight;1662;37002;7.415776975;['tight_JJ'];Abstract;Abstract;-4.476610965;8.767128743;4118.980768;0.591814947;0.955871886;3.87;477.1;;;0.105263158;0;3.263157895;1.789473684;0;2.157894737;Haptic;
TIGHT;tightness;24;888;3.17805383;['tightness_NN'];Abstract;Abstract;-5.209453366;14.88087091;51.30699787;0.528113879;0.486476868;2.79;;;;0.894736842;0.263157895;3.894736842;2.473684211;0.263157895;3.421052632;Haptic;
TOASTY;toast;2628;10426;7.87397838;['toast_NN', 'toast_JJ'];Composition;Abstract;-1.988148584;8.10608385;11062.26497;0.761565836;0.981494662;4.93;545.4;3.65;6.39;0.823529412;4.647058824;3.352941176;0.529411765;3.529411765;4.294117647;Gustatory;6.73
TOASTY;toasted;175;346;5.164785974;['toasted_JJ', 'toasted_NN'];Composition;Abstract;-0.983417116;12.0146223;848.1517347;0.816370107;0.863345196;;;;;;;;;;;;
TOASTY;toastiness;54;9;3.988984047;['toastiness_NN'];Composition;Abstract;2.584962501;13.71094591;383.5532196;0.946975089;0.780782918;;;;;;;;;;;;
TOASTY;toasty;1569;597;7.358193753;['toasty_NN', 'toasty_JJ'];Composition;Abstract;1.394042516;8.850203773;10290.89932;0.919217082;0.980071174;3.38;;4.65;5.57;0.842105263;2.736842105;2.631578947;2.421052632;1.842105263;2.842105263;Visual;6.05
TOBACCO;tobacco;2400;18907;7.783224016;['tobacco_NN'];Source;Source;-2.977814156;8.23701472;8455.521596;0.704270463;0.977224199;4.88;633.3;5;4.13;0.529411765;2.941176471;2.764705882;1.176470588;3.705882353;3.764705882;Visual;3.37
TOBACCO;tobaccoey;14;4;2.63905733;['tobaccoey_JJ', 'tobaccoey_NN'];Source;Source;1.807354922;15.65847849;82.04432343;0.931672598;0.561921708;;;;;;;;;;;;
TROPICAL;tropical;632;10580;6.448889394;['tropical_JJ'];Abstract;Abstract;-4.065271259;10.16205266;1753.918315;0.62633452;0.9113879;3.25;;4.3;5.62;1.5;1.111111111;1.277777778;1.277777778;2.222222222;3.722222222;Visual;7.05
TROPICAL;tropical__#__fruit;1665;283;7.417580402;['tropical__#__fruit_COLL'];Category;Abstract;2.556648219;8.764526948;8321.565917;0.946619217;0.976868327;;;;;;;;;;;;
VANILLA;vanilla;6275;8591;8.744328764;['vanilla_NN'];Source;Source;-0.453210613;6.850433666;33059.47735;0.842704626;0.995373665;4.68;;3.62;5.74;0;4.555555556;0.833333333;0.055555556;3.555555556;2.611111111;Gustatory;7.42
VARIETAL;varietal;922;410;6.826545224;['varietal_JJ', 'varietal_NN'];Abstract;Abstract;1.169142841;9.61721047;5883.079884;0.910676157;0.96975089;;;;;;;;;;;;
VARIETAL;variety;215;63712;5.370638028;['variety_NN'];Domain-specific;x;-8.211084656;11.71764056;-22.8391794;0.280782918;0.204626335;2.13;;5.16;5.76;2.1875;1.8125;2;1.375;1.8125;4.125;Visual;
VEGETAL;vegetal;485;191;6.184148891;['vegetal_JJ', 'vegetal_NN'];Category;Abstract;1.344412109;10.54399247;3173.359911;0.917081851;0.943772242;;;;;;;;;;;;
VELVETY;velvet;261;6302;5.564520407;['velvet_NN', 'velvet_JJ'];Source;Source;-4.593688042;11.43792741;631.2426242;0.583274021;0.832740214;4.44;;4.53;6;0.647058824;0.764705882;3.764705882;0.647058824;0.470588235;3.588235294;Haptic;6.3
VELVETY;velvety;1057;842;6.963189986;['velvety_NN', 'velvety_JJ'];Source;Source;0.328083238;9.420073749;6154.562719;0.876156584;0.971174377;3.9;;;;0.944444444;1;4.277777778;0.666666667;0;3.166666667;Haptic;
VIBRANT;vibrancy;30;529;3.401197382;['vibrancy_NN'];Abstract;Abstract;-4.140233317;14.55894281;76.00524216;0.622419929;0.550533808;2.43;;;;2.15;0.2;0.2;1.25;0.15;3.65;Visual;
VIBRANT;vibrant;853;6454;6.748759547;['vibrant_JJ'];Abstract;Abstract;-2.919575931;9.729431479;3044.285776;0.708185053;0.942348754;2.38;;5.96;5.95;0.875;0.4375;0.8125;1.625;0.5;4.4375;Visual;7.37
VIOLET;violet;906;6537;6.809039306;['violet_NN', 'violet_JJ'];Source;Source;-2.851045742;9.64246617;3261.694979;0.71316726;0.944839858;4.48;602.9;4.09;6.4;0.052631579;0.052631579;1.052631579;0;1.631578947;4.526315789;Visual;6.36
WARM;warm;1085;62779;6.989335266;['warm_JJ', 'warm_NN'];Abstract;Abstract;-5.854515101;9.382354083;1659.00478;0.469039146;0.908540925;3.56;336.1333333;3.35;6.33;0.428571429;1;3.714285714;3;0.285714286;0.761904762;Haptic;7.5
WARM;warming;36;19795;3.583518938;['warming_NN'];Abstract;Abstract;-9.102923445;14.29590841;-27.56526599;0.216370107;0.190391459;3.34;;;;0.388888889;0.527777778;3.944444444;3.333333333;0.638888889;1.222222222;Haptic;
WARM;warmth;168;9942;5.123963979;['warmth_NN'];Abstract;Abstract;-5.887002965;12.07351599;255.6297611;0.465480427;0.727402135;3.39;391.8;4.33;6.32;0.052631579;0.578947368;3.736842105;3;0.105263158;0.947368421;Haptic;7.53
WEIGHTY;weight;1218;92335;7.104965448;['weight_NN', 'weight_JJ'];Abstract;Abstract;-6.244291573;9.215534992;1527.357877;0.436654804;0.90569395;3.94;468.6;4.05;5.95;0.823529412;0.058823529;2.529411765;1.941176471;0.117647059;3;Visual;3.91
WEIGHTY;weighty;196;1384;5.278114659;['weighty_JJ', 'weighty_NN'];Abstract;Abstract;-2.819918384;11.85112357;718.6698105;0.716014235;0.847686833;2.76;;;;0.647058824;0.058823529;3.352941176;1.058823529;0;2.941176471;Haptic;
WILD;wild;1000;59002;6.907755279;['wild_JJ', 'wild_NN'];Abstract;Abstract;-5.882691953;9.500049125;1509.706028;0.466192171;0.903558719;2.41;457.1;5.9;5.72;2.382352941;0.705882353;0.911764706;2.441176471;1.235294118;3.323529412;Visual;5.94
WOODY;wood;2445;72937;7.801800402;['wood_NN'];Category;Abstract;-4.898744491;8.21021466;5355.780839;0.556227758;0.966192171;4.85;649.7333333;3.5;6.37;0.578947368;0.315789474;3.368421053;0.368421053;1.894736842;4.263157895;Visual;5.82
WOODY;wooded;19;1871;2.944438979;['wooded_JJ'];Category;Abstract;-6.62166633;15.2179059;16.90606883;0.399288256;0.358007117;4.46;;;;0.588235294;0.058823529;1.588235294;0;1.411764706;4.058823529;Visual;
WOODY;woodiness;13;9;2.564949357;['woodiness_NN'];Category;Abstract;0.530514717;15.76539369;89.27983147;0.884697509;0.577580071;3.39;;;;0.611111111;0.555555556;2.5;0.444444444;1.666666667;3.388888889;Visual;
WOODY;woodsy;67;327;4.204692619;['woodsy_JJ', 'woodsy_NN'];Category;Abstract;-2.287057635;13.39974422;259.9347681;0.747686833;0.731316726;3.08;;;;0.777777778;0.166666667;0.944444444;0.388888889;2.388888889;3.555555556;Visual;
WOODY;woody;476;7651;6.165417854;['woody_NN', 'woody_JJ'];Category;Abstract;-4.006614844;10.57101565;1341.789116;0.630960854;0.895017794;3.12;;;;0.466666667;0.066666667;2.266666667;0.266666667;0.866666667;3.866666667;Visual;
YEASTY;yeast;264;4146;5.575949103;['yeast_NN'];Source;Source;-3.973110282;11.42143929;752.8634693;0.632740214;0.851601423;4.72;459.4;3.26;4.8;0.421052632;2.684210526;1.157894737;0.421052632;2.526315789;2.947368421;Visual;4.58
YEASTY;yeastiness;21;2;3.044522438;['yeastiness_NN'];Source;Source;3.392317423;15.07351599;182.5197026;0.958007117;0.683629893;;;;;;;;;;;;
YEASTY;yeasty;411;175;6.018593214;['yeasty_JJ', 'yeasty_NN'];Source;Source;1.231783472;10.78283883;2633.171131;0.912811388;0.932384342;2.96;;;;0.066666667;1.466666667;0.4;0.266666667;1.466666667;2.066666667;Visual;
ZESTY;zest;195;2845;5.272999559;['zest_NN'];Category;Abstract;-3.866882623;11.8585031;560.4614229;0.642704626;0.820996441;2.27;403.3;5.41;6.58;0.888888889;2;0.888888889;1.722222222;1.722222222;2.611111111;Visual;6.76
ZESTY;zestiness;20;7;2.995732274;['zestiness_NN'];Category;Abstract;1.514573173;15.14390532;145.9498944;0.923843416;0.653736655;;;;;;;;;;;;
ZESTY;zesty;1094;345;6.997595983;['zesty_JJ', 'zesty_NN'];Category;Abstract;1.664944471;9.370436387;7358.240581;0.927758007;0.97366548;3.18;;;;0.263157895;3.736842105;0.263157895;1.631578947;2.263157895;0.842105263;Gustatory;
