Lemma;Descriptor;OlfN;TotalN;logFreq;Tokens;Category;Domain;OAI;OSI;Termhood;OAIquantile;THquantile;Concreteness;Imageability;Auditory;Gustatory;Haptic;Interoceptive;Olfactory;Visual;DominantModality;Arousal;Dominance;Valence
SMOKY;smoke;376;32669;5.929589143;['smoke_NN', 'smoke_JJ'];Source;Source;-6.441045822;10.94354941;231.5280908;0.523639362;0.842221001;4.96;475.6;0.142857143;1.476190476;0.142857143;0.952380952;4.380952381;4.285714286;Olfactory;5;4.17;
SMOOTH;smooth;3816;25824;8.246958033;['smooth_JJ', 'smooth_NN'];Abstract;Abstract;-2.758579407;7.600292806;12083.96767;0.829851567;0.995601979;3.81;483.9;1.277777778;1.555555556;4.666666667;1.111111111;0.5;3.055555556;Haptic;2.76;6.26;6.42
SMOOTH;smoothe;15;1;2.708050201;['smoothe_JJ'];Abstract;Abstract;3.906890596;15.59124767;101.2069647;0.993677845;0.750412314;;;;;;;;;;;;
SMOOTH;smoother;15;970;2.708050201;['smoother_JJ'];Abstract;Abstract;-6.014950341;15.59124767;11.80211575;0.564870808;0.499175371;3;;1;0.7;3.95;0.8;0.05;3.1;Haptic;;;
SMOOTH;smoothness;75;688;4.317488114;['smoothness_JJ', 'smoothness_NN'];Abstract;Abstract;-3.197446064;13.26931957;208.8384149;0.800439802;0.831225948;3.87;;0.5;1.8125;4.125;0.8125;0.125;2.875;Haptic;;;
SMOOTHIE;smoothie;224;1646;5.411646052;['smoothie_NN', 'smoothie_JJ'];Source;Source;-2.877393698;11.69078334;696.6774534;0.823529412;0.918636614;4.62;;0.411764706;3.882352941;2.058823529;0.647058824;2.470588235;3.529411765;Gustatory;4.35;5.89;7.89
SNACK;snack;1091;11324;6.994849986;['snack_NN'];Category;Abstract;-3.375660648;9.406702875;2980.888411;0.787795492;0.976360638;4.36;614.7;1.105263158;4.684210526;2.842105263;1.052631579;3.052631579;3.263157895;Gustatory;4.11;5.88;6.53
SNACK;snacks;21;265;3.044522438;['snacks_NN'];Category;Abstract;-3.657531127;15.10582084;58.46355142;0.769103903;0.669873557;;;;;;;;;;;;
SODA;soda;673;12087;6.51174533;['soda_NN'];Source;Source;-4.166705896;10.10367557;1477.548327;0.730346344;0.949697636;4.97;;1.529411765;4.529411765;1.823529412;0.705882353;1.764705882;3.823529412;Gustatory;4.77;6.04;5.47
SOUP;soup;756;20364;6.628041376;['soup_NN'];Source;Source;-4.751490926;9.935895837;1351.982739;0.683892248;0.947223749;4.72;430.7;0.318181818;4.090909091;1.272727273;0.681818182;3.181818182;4.045454545;Gustatory;4.24;6.64;7.05
SOUR;sour;979;8996;6.886531643;['sour_NN', 'sour_JJ'];Abstract;Abstract;-3.199902896;9.562973212;2793.338021;0.800164926;0.973886751;3.14;425.7;0.4375;4.125;0.0625;1.5;2;1.1875;Gustatory;4.95;4.34;3.95
SOUR;sourness;21;126;3.044522438;['sourness_NN', 'sourness_JJ'];Abstract;Abstract;-2.584962501;15.10582084;75.56285356;0.84002199;0.705882353;3.27;;0.545454545;4.272727273;0.090909091;1.181818182;1.227272727;0.363636364;Gustatory;;;
SOY;soy;424;7446;6.049733455;['soy_NN', 'soy_JJ'];Source;Source;-4.134329446;10.77021781;942.057307;0.732545355;0.932105553;4.7;;0.352941176;3.529411765;1.529411765;0.411764706;1.764705882;3.352941176;Gustatory;3.29;5.52;4.79
SOY;soy__#__sauce;165;2210;5.105945474;['soy__#__sauce_COLL'];Source;Source;-3.74350844;12.13181605;385.7819377;0.765805388;0.884002199;;;;;;;;;;;;
SPEARMINT;spearmint;202;199;5.308267697;['spearmint_NN', 'spearmint_JJ'];Source;Source;0.021586862;11.83992678;1018.41276;0.946124244;0.935129192;4.7;;0.210526316;4.736842105;0.842105263;0.210526316;3.947368421;1.421052632;Gustatory;;;
SPICY;spice;1285;8598;7.158513997;['spice_NN'];Category;Abstract;-2.742232751;9.170585618;4087.936747;0.830951072;0.984332051;4.54;;0.142857143;4.714285714;1.095238095;1.142857143;4;2.428571429;Gustatory;4.06;6;6.55
SPICY;spiced;107;755;4.672828834;['spiced_JJ', 'spiced_NN'];Category;Abstract;-2.818865848;12.75667128;327.9372614;0.825728422;0.871357889;3.23;;0.15;4.55;0.05;0.5;2.5;1.6;Gustatory;;;
SPICY;spicey;52;16;3.951243719;['spicey_NN', 'spicey_JJ'];Abstract;Abstract;1.700439718;13.79769854;337.8108199;0.975261132;0.874381528;;;;;;;;;;;;
SPICY;spicier;11;25;2.397895273;['spicier_NN'];Category;Abstract;-1.184424571;16.03870664;38.30508339;0.911764706;0.612149533;;;;;;;;;;;;
SPICY;spiciness;52;97;3.951243719;['spiciness_NN'];Abstract;Abstract;-0.899473124;13.79769854;240.4962181;0.920835624;0.846893898;3.5;;0.222222222;4.666666667;0.555555556;1.944444444;2.055555556;1.333333333;Gustatory;;;
SPICY;spicy;1497;4927;7.311218384;['spicy_JJ', 'spicy_NN'];Abstract;Abstract;-1.71863525;8.950279756;5824.864792;0.887300715;0.990654206;3.31;;0.294117647;4.470588235;0.882352941;2.705882353;2.294117647;1.352941176;Gustatory;6.63;5.55;6.32
SPICY;spicy__#__food;24;296;3.17805383;['spicy__#__food_COLL'];Category;Abstract;-3.624490865;14.91317576;60.67173047;0.771852666;0.673996701;;;;;;;;;;;;
STALE;stale;1050;3276;6.956545443;['stale_JJ', 'stale_NN'];Abstract;Abstract;-1.641546029;9.461964649;4128.352787;0.891698736;0.984606927;3.48;375;0.736842105;3.789473684;1.894736842;0.368421053;2;2.368421053;Gustatory;2.68;4.67;3.62
STALE;staleness;20;51;2.995732274;['staleness_NN'];Abstract;Abstract;-1.350497247;15.17621017;91.10216652;0.905992303;0.737493128;2.81;;0.444444444;3.388888889;1.888888889;0.722222222;1.388888889;1.833333333;Gustatory;;;
STEVIA;stevia;527;214;6.267200549;['stevia_NN', 'stevia_JJ'];Source;Source;1.300192165;10.45647911;3138.620867;0.968938977;0.977460143;;;;;;;;;;;;
STEVIA;stevias;14;1;2.63905733;['stevias_NN'];Source;Source;3.807354922;15.69078334;92.5938991;0.992303463;0.739692139;;;;;;;;;;;;
STRANGE;strange;995;56983;6.902742737;['strange_JJ', 'strange_NN'];Unfamiliar;Evaluative;-5.839691242;9.539585546;1022.130061;0.585761407;0.935404068;1.86;338.2;2.105263158;0.947368421;0.947368421;2.789473684;1.105263158;2.684210526;Interoceptive;3.5;5.28;4.72
STRAWBERRY;strawberry;1561;7375;7.353081921;['strawberry_NN', 'strawberry_JJ'];Source;Source;-2.240172512;8.88988344;5508.530396;0.855415063;0.990104453;5;687.5;0;4.631578947;2.631578947;1.210526316;3.052631579;3.789473684;Gustatory;4.05;5.54;7.25
STRONG;strong;8952;190207;9.09963225;['strong_JJ', 'strong_NN'];Strong;Evaluative;-4.409216495;6.370143941;18094.82473;0.711929632;0.997251237;3.14;394.3;1.421052632;0.631578947;2.684210526;2.368421053;0.368421053;2.947368421;Visual;5.14;6.54;6.81
SUBTLE;subtle;1889;16455;7.543802868;['subtle_JJ', 'subtle_NN'];Weak;Evaluative;-3.12283142;8.614731275;5507.573683;0.805662452;0.989829577;1.72;414.6;2.333333333;1.333333333;1.055555556;1.277777778;1.333333333;2.277777778;Auditory;3.37;5.09;5.62
SUBTLE;subtleness;15;8;2.708050201;['subtleness_NN'];Weak;Evaluative;0.906890596;15.59124767;74.17422464;0.961242441;0.704233095;1.7;;2.7;1;1;1.25;0.75;2.45;Auditory;;;
SUBTLE;subtlety;30;2367;3.401197382;['subtlety_NN', 'subtlety_JJ'];Weak;Evaluative;-6.301953395;14.59124767;19.84975161;0.541231446;0.540406817;1.54;;2.631578947;0.315789474;1;1.526315789;0.157894737;2.736842105;Visual;3.85;5.3;4.6
SUGAR;sugar;3006;49387;8.00836557;['sugar_NN', 'sugar_JJ'];Source;Source;-4.038214421;7.944508968;6843.18406;0.742440902;0.992303463;4.87;625;0.416666667;4.638888889;2.361111111;1.027777778;1.055555556;3.222222222;Gustatory;5.29;6.32;6.56
SUGAR;sugared;37;5;3.610917913;['sugared_JJ'];Source;Source;2.887525271;14.2886849;276.0646562;0.985431556;0.859263332;4.08;;0.388888889;4.111111111;1;0.777777778;1.333333333;2.555555556;Gustatory;;;
SUGAR;sugary;378;1498;5.934894196;['sugary_JJ', 'sugary_NN'];Source;Source;-1.986579484;10.93589584;1391.240969;0.871907642;0.948598131;3.89;;0.315789474;4.947368421;1.105263158;1.526315789;1.631578947;1.894736842;Gustatory;;;
SUGAR;suger;18;159;2.890371758;['suger_NN'];Source;Source;-3.142957954;15.32821326;46.37709574;0.804562947;0.636613524;;;;;;;;;;;;
SWEET;sweet;7789;70373;8.960467761;['sweet_JJ', 'sweet_NN'];Abstract;Abstract;-3.175511993;6.570915859;22406.94516;0.801539307;0.99780099;4;401.75;0.35;4.1;0.35;0.75;1.65;1;Gustatory;4.14;6.12;7.77
SWEET;sweeten;59;72;4.077537444;['sweeten_NN', 'sweeten_JJ'];Abstract;Abstract;-0.287281952;13.61549521;278.0444184;0.939252336;0.860362837;3.62;346;0.157894737;4.157894737;0.210526316;0.578947368;1.578947368;1;Gustatory;4.71;5.74;6.26
SWEET;sweetened;14;41;2.63905733;['sweetened_JJ', 'sweetened_NN'];Abstract;Abstract;-1.550197083;15.69078334;48.03103429;0.894997251;0.640186916;;;;;;;;;;;;
SWEET;sweetener;518;1444;6.249975242;['sweetener_NN'];Abstract;Abstract;-1.479046739;10.48132997;2090.782387;0.899945025;0.963716328;4.48;;0.263157895;3.789473684;0.526315789;0.473684211;0.631578947;1.368421053;Gustatory;;;
SWEET;sweetening;18;34;2.890371758;['sweetening_JJ', 'sweetening_NN'];Abstract;Abstract;-0.91753784;15.32821326;71.05779459;0.920010995;0.696811435;3.28;;0.333333333;4.777777778;0.944444444;1.333333333;1.944444444;2.777777778;Gustatory;;;
SWEET;sweeter;61;47;4.110873864;['sweeter_JJ'];Abstract;Abstract;0.376148486;13.56740092;336.283113;0.954370533;0.874106652;;;;;;;;;;;;
SWEET;sweetest;15;1920;2.708050201;['sweetest_JJ', 'sweetest_NN'];Abstract;Abstract;-7;15.59124767;2.925918637;0.465640462;0.451072018;;;;;;;;;;;;
SWEET;sweetish;19;54;2.944438979;['sweetish_JJ', 'sweetish_NN'];Abstract;Abstract;-1.506959989;15.25021075;68.55344964;0.898020891;0.693512919;;;;;;;;;;;;
SWEET;sweetner;159;21;5.068904202;['sweetner_NN', 'sweetner_JJ'];Source;Source;2.920565533;12.18525531;1114.932783;0.985981308;0.939252336;;;;;;;;;;;;
SWEET;sweetness;771;3354;6.647688374;['sweetness_NN'];Abstract;Abstract;-2.121079924;9.907551212;2773.690996;0.864485981;0.972787246;2.83;;0.75;4.2;0.35;1.05;1.55;1.15;Gustatory;4.37;5.92;7.37
SWEET__#__POTATO;sweet__#__potato;327;3331;5.789960171;['sweet__#__potato_COLL'];Source;Source;-3.348592813;11.14499144;717.5874531;0.789719626;0.919736119;;;;;;;;;;;;
SYRUP;syrup;811;6785;6.698268054;['syrup_NN'];Source;Source;-3.064574996;9.834580157;2388.895623;0.810335349;0.968389225;4.76;;0.35;4.6;2.65;0.15;2.6;4.1;Gustatory;3.11;5.25;6.44
SYRUP;syrupy;112;376;4.718498871;['syrupy_JJ', 'syrupy_NN'];Source;Source;-1.74723393;12.69078334;440.7252148;0.885376581;0.892523364;3.77;;0.25;3.875;3.0625;0.4375;1.4375;3.3125;Gustatory;;;
TANGERINE;tangerine;171;972;5.141663557;['tangerine_JJ', 'tangerine_NN'];Source;Source;-2.506959989;12.08028575;564.360067;0.844420011;0.910390324;4.81;526.2;0.105263158;4.210526316;2.473684211;0.421052632;2.684210526;3.473684211;Gustatory;3.9;6;6.81
TANGY;tanginess;11;15;2.397895273;['tanginess_NN'];Abstract;Abstract;-0.447458977;16.03870664;42.902514;0.934854316;0.625343595;2.46;;0.19047619;4.428571429;0.285714286;1.857142857;2.285714286;0.428571429;Gustatory;;;
TANGY;tangy;615;974;6.421622268;['tangy_JJ', 'tangy_NN'];Abstract;Abstract;-0.663335362;10.23369566;2830.41219;0.927707532;0.974436504;3.68;;0.285714286;4.085714286;0.342857143;0.857142857;1.085714286;0.542857143;Gustatory;;;
TART;tart;654;4027;6.483107351;['tart_NN', 'tart_JJ'];Source;Source;-2.622342931;10.14499144;2125.14922;0.838097856;0.965090709;3.27;;0.235294118;4.176470588;0.352941176;1.235294118;1.176470588;1.352941176;Gustatory;4.8;5.68;5.43
TART;tartness;57;128;4.043051268;['tartness_NN'];Source;Source;-1.167109986;13.66524825;251.819194;0.913139087;0.851017042;3.22;;0.388888889;4.444444444;0.166666667;0.722222222;1.111111111;0.444444444;Gustatory;;;
TART;tarts;13;327;2.564949357;['tarts_NN'];Source;Source;-4.652707107;15.79769854;27.78135172;0.690214404;0.574216603;;;;;;;;;;;;
TART;tarty;12;23;2.48490665;['tarty_NN'];Source;Source;-0.938599455;15.91317576;61.97118707;0.919186366;0.678944475;;;;;;;;;;;;
TASTY;tasty;669;5153;6.50578406;['tasty_JJ', 'tasty_NN'];Positive;Evaluative;-2.945334477;10.11227586;2036.85448;0.81995602;0.962891699;2.86;328.1;0.105263158;4.631578947;0.157894737;1;1.526315789;1.421052632;Gustatory;5.28;6.18;6.89
TEA;black__#__tea;591;333;6.381816017;['black__#__tea_COLL'];Source;Source;0.827635953;10.29112394;1487.960999;0.959318307;0.949972512;;;;;;;;;;;;
TEA;tea;8694;46547;9.070388412;['tea_NN', 'tea_JJ'];Source;Source;-2.420596187;6.412333881;29546.46793;0.847993403;0.998900495;4.69;;0.764705882;4.647058824;1.411764706;1.352941176;3.411764706;2.941176471;Gustatory;2.05;6;6.56
TEA;tea__#__bag;168;541;5.123963979;['tea__#__bag_COLL'];Source;Source;-1.687167361;12.10582084;432.2885766;0.88840022;0.891423859;;;;;;;;;;;;
TEA;teabag;52;149;3.951243719;['teabag_NN'];Source;Source;-1.518728802;13.79769854;217.3175104;0.897196262;0.834249588;4.82;;0.58974359;2.871794872;2.538461538;0.230769231;2.794871795;3.923076923;Visual;;;
TERIYAKI;teriyaki;259;353;5.556828062;['teriyaki_NN', 'teriyaki_JJ'];Source;Source;-0.446716086;11.48132997;1225.23746;0.935404068;0.943100605;4.74;;0.473684211;4.105263158;1.263157895;0.842105263;3;2.842105263;Gustatory;4.16;5.58;6.57
TERRIBLE;terrible;1043;49743;6.949856455;['terrible_JJ', 'terrible_NN'];Negative;Evaluative;-5.575682456;9.471614819;1262.037981;0.610500275;0.945024739;2.04;316.35;1.903225806;1.580645161;0.935483871;2.64516129;1.322580645;2.419354839;Interoceptive;4.39;3.4;2.1
THAI;thai;253;5711;5.533389489;['thai_NN', 'thai_JJ'];Abstract;Abstract;-4.496534095;11.51514469;499.8869546;0.704507971;0.900494777;;;;;;;;;;;;
TOFFEE;toffee;257;477;5.549076085;['toffee_NN'];Source;Source;-0.892220907;11.49251371;1154.793075;0.921660253;0.941176471;4.89;;0.035714286;4.142857143;2.071428571;0.321428571;1.821428571;3.392857143;Gustatory;5;6.33;6.19
TOMATO;tomato;524;23510;6.261491684;['tomato_NN', 'tomato_JJ'];Source;Source;-5.487563917;10.46471526;669.8144338;0.619571193;0.917537108;5;658.8;0.315789474;4.736842105;3.473684211;0.736842105;2.842105263;4.473684211;Gustatory;2.68;5.46;5.8
TREAT;treat;870;10703;6.768493212;['treat_NN', 'treat_JJ'];Category;Abstract;-3.620856023;9.733266671;2228.429233;0.772402419;0.966190214;3.79;432.15;0.9375;2.9375;1.5;0.5;1.0625;2.75;Gustatory;5;6.66;6.84
TREAT;treats;35;208;3.555348061;['treats_NN'];Category;Abstract;-2.571156701;14.36885524;108.73206;0.841396372;0.760307861;;;;;;;;;;;;
TRUFFLE;truffle;264;1675;5.575949103;['truffle_JJ', 'truffle_NN'];Source;Source;-2.665551261;11.45374414;859.0421022;0.83479934;0.928807037;4.6;;0.315789474;3.842105263;1.894736842;0.473684211;3.105263158;3.368421053;Gustatory;3.5;5.09;6.71
TUNA;tuna;348;6573;5.85220248;['tuna_NN'];Source;Source;-4.239392774;11.05519477;748.5022229;0.724848818;0.923034634;4.89;;0.058823529;4.176470588;2;0.411764706;3.470588235;4.117647059;Gustatory;4.14;5.7;5.26
UNIQUE;unique;1529;52372;7.332369206;['unique_JJ', 'unique_NN'];Unfamiliar;Evaluative;-5.098135388;8.91976557;2362.857762;0.652831226;0.967564596;1.89;284.4;2.142857143;1.314285714;1.314285714;1.371428571;1.171428571;3.085714286;Visual;4;6.43;7.32
UNIQUE;uniqueness;16;2032;2.772588722;['uniqueness_NN'];Unfamiliar;Evaluative;-6.988684687;15.49813826;4.192449153;0.466739967;0.458218802;1.87;;1.714285714;1;1.095238095;1.19047619;0.80952381;3.523809524;Visual;;;
UNPLEASANT;unpleasant;705;6481;6.558197803;['unpleasant_JJ'];Negative;Evaluative;-3.200521271;10.03665881;2021.078723;0.799890049;0.962341946;1.91;;2.294117647;2.176470588;1.647058824;3.588235294;2.117647059;2.352941176;Interoceptive;4.73;3.54;2.53
UNPLEASANT;unpleasent;12;6;2.48490665;['unpleasent_JJ', 'unpleasent_NN'];Negative;Evaluative;1;15.91317576;80.78347352;0.961517317;0.717152281;;;;;;;;;;;;
VANILLA;vanilla;3425;8591;8.138856751;['vanilla_NN'];Source;Source;-1.326722084;7.756249989;14247.70883;0.907366685;0.996976361;4.68;;0;4.555555556;0.833333333;0.055555556;3.555555556;2.611111111;Gustatory;3.62;5.74;7.42
VINEGAR;vinegar;768;8770;6.643789733;['vinegar_NN', 'vinegar_JJ'];Source;Source;-3.513398627;9.913175761;2034.184904;0.779824079;0.962616822;4.89;590.3;0.411764706;4.588235294;1.352941176;0.705882353;4.529411765;3.058823529;Gustatory;3.55;4.75;5.33
VINEGAR;vinegary;68;96;4.219507705;['vinegary_JJ', 'vinegary_NN'];Source;Source;-0.497499659;13.41067542;331.2582309;0.932655305;0.872182518;3.2;;0.555555556;3.666666667;1.388888889;1.5;3.166666667;1.888888889;Gustatory;;;
VINEGAR;vineger;12;2;2.48490665;['vineger_NN'];Source;Source;2.584962501;15.91317576;96.16404557;0.981033535;0.745464541;;;;;;;;;;;;
WASABI;wasabi;348;480;5.85220248;['wasabi_NN', 'wasabi_JJ'];Source;Source;-0.4639471;11.05519477;1664.431056;0.934304563;0.954920286;4.67;;0.222222222;3.666666667;1.444444444;1.388888889;2.777777778;3.055555556;Gustatory;;;
WATERMELON;watermelon;350;2749;5.857933154;['watermelon_NN'];Source;Source;-2.97348008;11.04692715;1049.582475;0.817482133;0.937053326;4.89;;0.473684211;4.684210526;3.473684211;1;3.684210526;4.263157895;Gustatory;4.64;6.48;6.75
WATERY;water;4158;342084;8.332789468;['water_NN'];Source;Source;-6.362317059;7.476464219;2772.37948;0.533260033;0.972512369;5;384.8666667;2.857142857;3.666666667;3.523809524;1.047619048;0.571428571;4.19047619;Visual;3.71;6.12;7
WATERY;watery;357;2337;5.877735782;['watery_JJ', 'watery_NN'];Source;Source;-2.710661755;11.018358;1148.158602;0.83260033;0.940626718;3.93;;1.666666667;3.2;3.8;1.8;1.133333333;3.466666667;Haptic;3.24;5.18;4.79
WEAK;weak;1515;43912;7.323170718;['weak_JJ'];Weak;Evaluative;-4.857225546;8.933036183;2587.727378;0.673721825;0.970588235;2.79;360.9;1.277777778;1;1.277777778;3.555555556;0.777777778;2.166666667;Interoceptive;4.9;5.32;2.95
WEAK;weakly;11;676;2.397895273;['weakly_JJ'];Weak;Evaluative;-5.941447818;16.03870664;8.629228126;0.573391974;0.48213304;2.17;;1.157894737;0.052631579;1;1.473684211;0.157894737;2.842105263;Visual;;;
WEIRD;weird;1359;41257;7.214504414;['weird_JJ', 'weird_NN'];Unfamiliar;Evaluative;-4.924021558;9.089808521;2258.087717;0.669323804;0.966739967;1.59;327.3;2.421052632;1.473684211;1.578947368;2.736842105;1.736842105;2.684210526;Interoceptive;4.29;4.75;5.09
WELL;well;4893;324120;8.495560891;['well_JJ', 'well_NN'];Effect;Evaluative;-6.049664953;7.241634694;4326.165379;0.561297416;0.985706432;3.33;451.8;0.705882353;0.117647059;0.352941176;2;0.058823529;2;Interoceptive;;;
WELL;wellness;63;3767;4.143134726;['wellness_NN'];Effect;Evaluative;-5.901920394;13.52085834;60.15828827;0.578064871;0.673172073;2;;1.6;0.133333333;1.2;4.066666667;0.333333333;2.733333333;Interoceptive;4.56;6.95;7.67
WHEAT;wheat;466;12700;6.144185634;['wheat_NN', 'wheat_JJ'];Source;Source;-4.768354732;10.63395212;822.1751906;0.681418362;0.926608026;4.89;625;0.55;4.3;2.55;0.9;2.05;3.6;Gustatory;3.94;5.75;4.95
WHEAT;wheats;18;36;2.890371758;['wheats_NN', 'wheats_JJ'];Source;Source;-1;15.32821326;70.14325996;0.916987356;0.695437053;;;;;;;;;;;;
WHEAT;wheaty;16;20;2.772588722;['wheaty_NN'];Source;Source;-0.321928095;15.49813826;87.37123279;0.937877955;0.728971963;;;;;;;;;;;;
WONDERFUL;wonderful;4579;67108;8.429235913;['wonderful_JJ'];Positive;Evaluative;-3.873380291;7.337321412;10949.45778;0.75371083;0.995327103;1.82;326.4;2.421052632;2.105263158;2.052631579;3.789473684;2.157894737;3.052631579;Interoceptive;4.57;7.19;7.41
WONDERFUL;wonderfull;19;79;2.944438979;['wonderfull_JJ', 'wonderfull_NN'];Positive;Evaluative;-2.055853235;15.25021075;62.08556494;0.866410115;0.679219351;;;;;;;;;;;;
YUCKY;yuck;51;1246;3.931825633;['yuck_NN', 'yuck_JJ'];Negative;Evaluative;-4.610663011;13.82571292;92.18041022;0.693512919;0.739142386;1.83;;1.909090909;3.545454545;1.787878788;2.272727273;2.818181818;2.545454545;Gustatory;;;
YUCKY;yucky;134;350;4.8978398;['yucky_JJ'];Negative;Evaluative;-1.385121921;12.43204907;543.4449997;0.903518417;0.908741067;1.86;;1.444444444;3;1.833333333;1.888888889;2.666666667;3;Gustatory;4.35;4.36;3.36
YUMMY;yum;25;861;3.218875825;['yum_NN'];Positive;Evaluative;-5.106013238;14.85428207;41.52282072;0.651456844;0.621495327;;;;;;;;;;;;
YUMMY;yumminess;11;19;2.397895273;['yumminess_NN'];Positive;Evaluative;-0.788495895;16.03870664;40.775015;0.923859263;0.618471688;;;;;;;;;;;;
YUMMY;yummy;839;1526;6.732210706;['yummy_JJ', 'yummy_NN'];Positive;Evaluative;-0.863012246;9.785611261;3748.844676;0.921935129;0.982682793;2.86;;0.526315789;4.263157895;0.578947368;2.052631579;2.368421053;1.894736842;Gustatory;4.48;6.84;7.52
